wx_count,mprotect_sum,ptrace_sum,syscall_rate,blocked_ratio,uid_is_root,event_burst_ratio,unique_event_diversity,label
0,1,0,29.04,0.011,0,1.27,0.329,0
8,8,2,88.83,0.438,0,8.08,0.918,1
2,5,2,134.88,0.469,1,4.57,0.621,1
0,2,0,21.23,0.029,0,1.22,0.236,0
7,5,0,359.18,0.557,1,8.63,0.967,1
1,3,1,425.6,0.796,0,6.13,0.613,1
10,4,1,254.68,0.222,1,6.05,0.939,1
1,0,0,19.31,0.047,0,1.47,0.361,0
1,5,2,67.57,0.78,0,6.95,0.646,1
0,1,0,11.38,0.022,0,1.28,0.143,0
0,1,0,22.54,0.02,1,0.64,0.306,0
0,0,0,27.28,0.02,0,1.2,0.23,0
1,0,0,23.23,0.003,0,0.22,0.303,0
6,3,0,405.28,0.629,1,4.95,0.623,1
10,6,3,318.29,0.118,1,3.31,0.715,1
6,3,0,276.87,0.664,0,8.05,0.911,1
0,1,0,22.68,0.009,0,0.56,0.18,0
10,3,2,346.03,0.4,1,5.82,0.887,1
2,4,1,424.72,0.146,1,8.56,0.959,1
3,3,0,474.9,0.158,1,3.58,0.948,1
1,0,0,36.67,0.009,0,0.46,0.298,0
4,5,3,71.92,0.732,1,5.95,0.737,1
1,2,0,18.34,0.034,0,0.68,0.249,0
3,3,0,377.1,0.834,1,9.7,0.51,1
0,1,0,5.35,0.0,0,0.18,0.324,0
0,2,0,6.4,0.037,0,1.2,0.239,0
0,1,0,2.43,0.045,0,1.18,0.235,0
6,5,1,276.71,0.38,1,7.88,0.716,1
0,1,0,34.64,0.018,0,0.66,0.102,0
0,2,0,14.27,0.01,0,0.7,0.206,0
10,2,0,165.22,0.152,1,8.57,0.876,1
2,4,1,167.88,0.685,1,7.65,0.644,1
0,2,0,2.94,0.038,0,1.18,0.141,0
0,2,0,12.04,0.014,0,0.64,0.31,0
7,2,2,82.88,0.317,1,5.48,0.735,1
8,4,0,488.76,0.59,1,2.04,0.672,1
0,0,0,8.24,0.031,0,0.42,0.145,0
10,3,2,148.67,0.215,1,6.46,0.781,1
9,5,3,444.27,0.445,1,5.69,0.809,1
7,7,0,404.72,0.554,1,8.56,0.898,1
0,0,0,18.95,0.004,0,0.42,0.394,0
0,2,0,14.57,0.02,0,0.68,0.265,0
6,4,3,344.59,0.112,1,5.76,0.57,1
0,2,0,7.47,0.048,0,1.26,0.205,0
0,2,0,14.66,0.01,0,1.03,0.125,0
0,1,0,12.65,0.047,0,0.79,0.306,0
10,5,0,474.43,0.29,1,8.56,0.667,1
1,2,0,13.97,0.029,0,0.51,0.199,0
4,2,3,149.32,0.833,0,9.64,0.88,1
0,1,0,38.33,0.036,0,0.46,0.2,0
0,1,0,35.56,0.038,0,0.26,0.19,0
4,8,3,378.45,0.791,0,8.58,0.534,1
5,8,2,400.17,0.67,1,6.55,0.573,1
10,3,0,282.57,0.565,1,9.85,0.607,1
2,4,2,263.88,0.282,0,5.02,0.774,1
6,7,3,243.41,0.59,0,5.47,0.871,1
0,0,0,6.56,0.005,0,0.67,0.374,0
0,1,0,31.77,0.009,0,0.6,0.184,0
4,7,0,270.02,0.268,1,9.91,0.841,1
0,2,0,9.06,0.028,0,0.4,0.373,0
0,1,0,25.39,0.027,0,0.78,0.316,0
0,2,0,23.39,0.015,1,0.63,0.393,0
0,1,0,9.83,0.002,0,1.29,0.293,0
1,8,1,118.38,0.393,1,3.21,0.589,1
5,6,1,481.37,0.24,1,9.42,0.799,1
3,5,1,338.68,0.143,1,8.23,0.571,1
10,7,0,377.7,0.836,0,2.44,0.621,1
1,2,3,138.83,0.549,0,7.62,0.646,1
0,2,0,31.87,0.026,0,0.62,0.207,0
0,1,0,33.67,0.037,0,0.13,0.11,0
6,2,1,414.06,0.808,0,9.75,0.953,1
0,0,0,10.37,0.045,0,1.2,0.381,0
8,3,2,484.65,0.825,1,6.61,0.941,1
0,2,0,36.44,0.01,0,0.68,0.149,0
0,1,0,7.49,0.002,0,0.74,0.234,0
7,4,1,314.78,0.286,0,7.19,0.524,1
0,2,0,24.64,0.046,0,1.26,0.329,0
10,2,1,147.92,0.886,1,5.65,0.878,1
1,0,0,10.0,0.045,0,0.39,0.223,0
10,4,1,424.11,0.824,0,4.92,0.889,1
8,2,3,242.54,0.198,1,6.09,0.934,1
0,0,0,32.9,0.037,0,1.09,0.287,0
0,1,0,5.36,0.009,0,0.77,0.357,0
1,1,0,36.85,0.016,0,1.23,0.272,0
0,2,0,13.85,0.038,0,0.35,0.177,0
1,1,0,1.96,0.049,0,0.6,0.394,0
1,0,0,17.6,0.009,0,1.18,0.151,0
10,8,3,112.53,0.436,1,2.0,0.804,1
8,4,1,64.04,0.348,1,8.93,0.734,1
0,1,0,34.77,0.025,0,0.84,0.332,0
7,6,0,320.03,0.862,1,2.85,0.766,1
0,0,0,14.05,0.006,0,0.72,0.118,0
0,2,0,21.17,0.028,0,0.52,0.34,0
2,4,2,401.22,0.585,1,3.23,0.817,1
8,3,0,114.12,0.404,0,2.42,0.5,1
7,4,0,419.91,0.13,0,6.4,0.942,1
0,2,0,11.97,0.041,0,1.4,0.299,0
6,5,3,352.74,0.71,1,4.07,0.592,1
0,2,0,17.99,0.009,0,0.73,0.384,0
1,4,3,459.16,0.701,0,3.2,0.528,1
2,5,0,224.2,0.315,1,7.39,0.667,1
1,1,0,31.92,0.013,0,0.73,0.195,0
8,6,2,422.03,0.254,1,2.39,0.981,1
3,6,0,91.26,0.573,0,8.51,0.799,1
1,6,2,296.4,0.167,1,7.42,0.94,1
1,6,2,315.76,0.193,1,9.76,0.562,1
0,2,0,11.91,0.004,0,1.35,0.252,0
3,3,1,415.4,0.737,0,6.98,0.769,1
9,6,0,387.19,0.678,1,6.68,0.729,1
1,1,0,10.59,0.005,0,0.55,0.255,0
7,4,3,351.35,0.411,1,2.29,0.766,1
0,1,0,5.11,0.002,0,0.24,0.203,0
9,6,0,98.73,0.535,1,9.51,0.792,1
0,2,0,4.06,0.012,0,0.97,0.158,0
0,0,0,33.71,0.028,0,0.14,0.315,0
1,6,0,359.68,0.271,0,9.74,0.839,1
0,2,0,4.47,0.003,0,1.22,0.348,0
0,1,0,18.51,0.039,0,0.94,0.169,0
1,4,3,434.63,0.694,1,5.19,0.733,1
9,4,2,342.74,0.261,0,6.77,0.674,1
10,6,3,392.93,0.446,0,8.23,0.957,1
0,2,0,31.88,0.027,0,0.87,0.223,0
0,2,0,22.18,0.031,0,0.67,0.266,0
0,1,0,14.48,0.044,0,1.1,0.148,0
0,0,0,31.4,0.039,0,0.68,0.162,0
1,2,0,2.68,0.0,0,0.76,0.163,0
1,2,0,26.25,0.032,1,0.17,0.125,0
0,2,0,25.33,0.025,0,0.21,0.247,0
0,1,0,5.91,0.019,0,0.41,0.284,0
0,0,0,9.26,0.043,0,0.4,0.277,0
0,0,0,32.95,0.047,0,0.18,0.226,0
6,4,0,295.18,0.158,1,7.18,0.716,1
0,1,0,18.99,0.011,0,0.24,0.395,0
10,4,0,312.89,0.576,1,3.34,0.541,1
0,1,0,18.48,0.029,0,0.4,0.132,0
5,6,3,84.2,0.645,1,4.75,0.544,1
0,0,0,35.07,0.009,0,0.59,0.319,0
0,2,0,34.47,0.041,0,1.39,0.286,0
0,0,0,4.73,0.041,0,0.13,0.173,0
3,7,1,484.76,0.592,1,3.14,0.955,1
10,2,2,127.05,0.23,0,7.7,0.899,1
0,0,0,35.5,0.01,0,0.48,0.251,0
0,1,0,9.43,0.039,1,0.11,0.327,0
5,3,0,419.18,0.34,1,3.19,0.895,1
6,3,2,173.53,0.88,1,3.35,0.568,1
8,3,2,295.85,0.665,1,9.29,0.633,1
0,1,0,6.63,0.033,0,0.99,0.221,0
5,5,3,416.27,0.189,1,5.34,0.791,1
2,3,2,476.71,0.312,0,7.71,0.727,1
0,1,0,37.36,0.017,0,1.14,0.153,0
0,0,0,12.96,0.001,0,0.59,0.193,0
1,1,0,11.99,0.041,0,0.95,0.1,0
6,7,3,174.92,0.278,0,7.25,0.925,1
0,2,0,25.58,0.024,0,0.88,0.304,0
0,0,0,38.61,0.01,1,0.57,0.31,0
2,3,1,119.67,0.216,0,8.82,0.626,1
0,2,0,23.01,0.038,0,0.82,0.318,0
1,0,0,9.45,0.009,0,0.69,0.105,0
4,2,1,60.97,0.573,1,3.26,0.901,1
9,4,0,114.45,0.531,1,7.59,0.692,1
8,6,1,214.76,0.401,1,7.76,0.739,1
7,7,0,394.36,0.483,1,9.44,0.536,1
0,2,0,4.34,0.01,0,0.84,0.382,0
10,3,1,211.42,0.846,1,6.88,0.596,1
9,4,2,124.73,0.877,1,4.1,0.763,1
0,1,0,36.25,0.006,0,0.64,0.316,0
2,8,3,312.47,0.212,1,9.64,0.616,1
0,1,0,37.01,0.038,0,1.01,0.139,0
2,5,1,376.84,0.785,0,5.81,0.504,1
0,1,0,1.31,0.013,0,0.17,0.38,0
7,2,1,165.98,0.809,1,9.33,0.564,1
0,2,0,31.97,0.011,0,0.56,0.121,0
9,6,2,422.47,0.551,1,9.63,0.91,1
1,5,1,405.7,0.241,0,3.21,0.723,1
0,1,0,13.41,0.001,0,0.78,0.379,0
5,3,3,439.78,0.156,1,5.06,0.782,1
0,2,0,20.65,0.002,0,0.58,0.375,0
0,0,0,26.6,0.048,0,1.32,0.189,0
0,0,0,31.83,0.033,0,1.42,0.317,0
0,1,0,6.47,0.001,0,0.32,0.326,0
0,1,0,21.84,0.001,0,0.79,0.231,0
2,8,3,138.81,0.296,0,3.23,0.976,1
10,3,3,335.09,0.328,0,4.0,0.558,1
0,1,0,10.2,0.02,1,0.12,0.248,0
0,0,0,15.09,0.021,0,0.85,0.34,0
4,6,0,150.05,0.484,1,7.64,0.563,1
0,1,0,17.72,0.003,0,1.28,0.237,0
0,2,0,31.83,0.034,0,1.18,0.304,0
0,0,0,30.44,0.007,0,0.42,0.122,0
0,1,0,1.52,0.026,0,0.46,0.146,0
1,8,2,445.51,0.329,0,2.61,0.517,1
0,0,0,37.24,0.013,0,0.65,0.327,0
2,7,3,226.74,0.724,0,5.68,0.612,1
0,0,0,34.83,0.021,0,1.24,0.165,0
8,8,1,209.8,0.252,1,3.69,0.965,1
0,2,0,25.21,0.046,0,0.17,0.343,0
5,7,3,187.28,0.709,1,4.37,0.666,1
1,6,1,98.57,0.749,1,7.16,0.973,1
6,5,0,151.31,0.645,0,4.31,0.608,1
0,0,0,25.5,0.033,0,0.64,0.17,0
0,0,0,20.73,0.005,1,0.13,0.396,0
2,3,1,51.65,0.628,1,9.07,0.799,1
9,4,3,319.23,0.827,1,7.89,0.881,1
8,3,3,256.97,0.513,1,2.94,0.675,1
4,2,0,156.34,0.292,0,7.9,0.641,1
0,0,0,2.86,0.028,0,1.42,0.106,0
5,2,2,155.69,0.872,1,5.31,0.524,1
3,3,1,392.49,0.593,0,2.23,0.76,1
10,6,0,69.76,0.192,1,5.47,0.813,1
8,7,1,131.92,0.495,0,9.02,0.735,1
6,2,1,275.37,0.885,1,2.27,0.819,1
0,1,0,29.53,0.027,0,0.57,0.27,0
4,3,3,405.84,0.811,0,3.98,0.542,1
4,8,1,404.08,0.28,0,4.64,0.54,1
0,1,0,33.61,0.043,0,1.0,0.295,0
0,0,0,36.14,0.049,0,1.31,0.324,0
7,6,0,497.47,0.751,0,5.84,0.717,1
0,0,0,30.19,0.004,0,0.99,0.162,0
8,6,2,102.84,0.865,0,8.03,0.776,1
0,2,0,22.73,0.021,0,0.59,0.237,0
0,0,0,38.25,0.018,0,1.2,0.261,0
6,2,3,459.16,0.425,0,3.28,0.636,1
0,1,0,20.8,0.016,0,1.11,0.205,0
0,2,0,35.52,0.018,0,0.81,0.345,0
0,2,0,19.28,0.046,0,1.36,0.141,0
0,2,0,33.21,0.018,0,1.14,0.232,0
8,4,0,126.03,0.151,1,2.51,0.561,1
0,0,0,3.34,0.046,0,0.64,0.292,0
0,0,0,25.28,0.031,1,0.4,0.169,0
2,8,2,455.75,0.459,0,3.7,0.638,1
0,2,0,28.83,0.037,0,1.31,0.113,0
0,1,0,10.84,0.026,0,1.15,0.126,0
0,2,0,30.48,0.039,0,0.53,0.333,0
0,2,0,1.33,0.001,0,1.28,0.287,0
0,0,0,5.13,0.041,0,0.42,0.274,0
0,2,0,32.5,0.031,0,0.85,0.138,0
0,1,0,35.25,0.033,0,0.68,0.376,0
0,0,0,31.87,0.037,0,0.28,0.337,0
6,4,1,164.14,0.231,1,4.36,0.747,1
1,4,1,390.23,0.196,0,6.66,0.701,1
0,0,0,34.19,0.033,0,1.49,0.131,0
1,4,1,99.62,0.36,1,6.33,0.527,1
8,5,0,315.91,0.276,1,7.06,0.955,1
0,1,0,13.93,0.041,0,0.32,0.256,0
5,6,1,244.98,0.763,1,8.46,0.909,1
3,2,2,56.47,0.262,1,2.19,0.803,1
10,3,1,226.45,0.749,1,8.65,0.698,1
0,1,0,35.66,0.026,0,0.87,0.395,0
9,6,0,258.93,0.232,0,2.11,0.528,1
9,5,0,164.87,0.658,0,3.34,0.713,1
0,0,0,11.49,0.01,0,0.92,0.207,0
9,4,0,204.95,0.493,1,6.2,0.775,1
1,1,0,10.31,0.005,0,0.25,0.193,0
0,2,0,25.1,0.012,0,0.19,0.204,0
3,8,1,439.28,0.385,0,6.37,0.562,1
0,2,0,4.39,0.032,0,0.89,0.172,0
8,4,3,118.77,0.566,0,3.46,0.861,1
0,1,0,5.19,0.017,0,0.71,0.375,0
0,0,0,14.95,0.034,0,1.15,0.215,0
7,5,2,91.67,0.138,1,9.39,0.652,1
0,0,0,21.5,0.017,0,1.16,0.392,0
0,2,0,9.55,0.05,0,1.12,0.278,0
9,4,2,367.52,0.685,1,5.33,0.535,1
0,2,0,23.66,0.034,0,0.26,0.304,0
8,7,3,317.95,0.78,0,8.51,0.563,1
0,1,0,19.88,0.032,0,0.4,0.149,0
9,7,3,142.08,0.87,1,4.87,0.906,1
7,5,0,114.49,0.758,1,6.75,0.559,1
0,2,0,7.82,0.004,0,1.31,0.127,0
0,1,0,17.28,0.009,0,1.13,0.306,0
5,2,1,371.08,0.834,0,9.29,0.901,1
0,0,0,19.08,0.018,0,0.92,0.265,0
0,2,0,5.31,0.0,0,1.37,0.139,0
6,8,3,472.14,0.654,1,9.55,0.506,1
3,6,2,406.8,0.569,0,8.84,0.858,1
2,5,1,459.42,0.875,1,9.69,0.855,1
5,8,2,167.17,0.425,0,4.23,0.667,1
5,4,0,163.72,0.206,0,4.62,0.521,1
0,1,0,34.49,0.006,0,1.42,0.155,0
0,2,0,33.14,0.004,0,0.57,0.275,0
0,0,0,4.43,0.039,0,1.17,0.177,0
8,8,1,218.63,0.853,1,8.45,0.823,1
10,3,3,185.72,0.554,1,5.97,0.992,1
8,4,3,107.11,0.528,1,5.48,0.904,1
0,1,0,36.48,0.02,0,0.16,0.19,0
8,4,0,129.74,0.15,1,5.05,0.802,1
0,2,0,12.5,0.038,0,0.76,0.258,0
5,5,1,51.42,0.541,1,6.65,0.604,1
3,8,0,201.96,0.855,1,7.11,0.708,1
0,1,0,5.6,0.018,0,0.73,0.108,0
0,1,0,32.86,0.003,0,1.33,0.245,0
5,8,0,252.13,0.32,0,7.04,0.968,1
5,7,0,451.17,0.898,0,4.46,0.829,1
8,4,2,496.15,0.377,1,3.88,0.923,1
0,1,0,25.87,0.042,0,0.95,0.196,0
8,7,3,102.34,0.552,1,7.91,0.505,1
1,2,1,266.23,0.35,1,4.02,0.692,1
1,7,2,191.75,0.412,1,4.62,0.881,1
5,7,2,496.15,0.449,0,2.43,0.998,1
0,0,0,27.25,0.025,0,1.13,0.327,0
0,1,0,32.11,0.038,0,0.34,0.146,0
0,0,0,9.47,0.009,0,1.43,0.33,0
0,1,0,25.06,0.023,0,1.43,0.134,0
0,2,0,5.26,0.027,0,0.61,0.203,0
0,2,0,31.81,0.023,0,0.58,0.357,0
8,8,1,152.57,0.816,0,9.13,0.963,1
8,7,3,495.24,0.84,1,5.7,0.77,1
1,2,0,36.83,0.038,0,0.14,0.16,0
0,2,0,25.96,0.017,0,0.27,0.309,0
9,5,1,235.73,0.529,1,5.58,0.992,1
0,2,0,4.95,0.02,0,1.17,0.292,0
0,2,0,35.05,0.031,0,0.33,0.315,0
8,4,2,71.24,0.674,1,7.25,0.669,1
1,7,1,161.48,0.36,1,9.73,0.5,1
0,0,0,34.09,0.032,0,1.32,0.356,0
4,4,0,59.19,0.469,0,2.79,0.532,1
0,0,0,2.0,0.018,0,1.41,0.313,0
4,5,2,272.17,0.821,1,3.06,0.883,1
8,8,0,455.38,0.177,0,7.39,0.916,1
6,4,3,223.41,0.676,0,7.27,0.967,1
6,6,2,371.1,0.508,1,4.34,0.528,1
0,2,0,6.82,0.019,0,0.32,0.127,0
3,6,3,466.02,0.252,1,7.09,0.876,1
0,1,0,28.11,0.006,0,0.61,0.305,0
10,7,2,87.96,0.786,0,9.43,0.6,1
4,5,1,62.68,0.573,1,9.39,0.532,1
0,2,0,33.54,0.041,0,0.23,0.303,0
4,3,2,136.75,0.421,1,3.83,0.954,1
0,0,0,16.47,0.016,1,1.43,0.292,0
0,1,0,9.36,0.04,1,0.18,0.312,0
9,5,2,199.53,0.411,1,9.09,0.509,1
0,1,0,35.16,0.019,0,1.0,0.353,0
7,8,3,486.33,0.814,1,8.41,0.938,1
0,0,0,25.23,0.016,0,1.2,0.226,0
8,4,0,319.21,0.758,0,9.82,0.691,1
7,4,2,446.86,0.456,0,5.02,0.524,1
6,6,2,342.68,0.43,0,2.26,0.8,1
3,6,3,409.46,0.771,0,8.23,0.98,1
0,0,0,8.83,0.035,0,0.97,0.366,0
0,1,0,30.03,0.021,0,0.95,0.129,0
8,5,3,58.46,0.779,1,4.64,0.558,1
0,0,0,22.38,0.027,0,0.13,0.23,0
0,0,0,34.08,0.035,0,0.95,0.113,0
0,2,0,36.43,0.038,0,0.39,0.197,0
0,1,0,29.9,0.014,0,0.19,0.353,0
5,2,2,64.13,0.121,1,6.27,0.77,1
0,2,0,12.3,0.024,1,1.39,0.22,0
0,2,0,7.27,0.021,0,1.42,0.182,0
0,2,0,28.32,0.017,0,0.82,0.184,0
2,4,0,253.71,0.428,1,2.25,0.79,1
2,8,0,274.65,0.458,1,9.58,0.605,1
9,5,1,105.96,0.418,0,2.68,0.781,1
0,1,0,39.37,0.028,0,0.67,0.14,0
2,3,2,159.61,0.854,0,2.87,0.939,1
0,0,0,27.81,0.028,0,0.23,0.115,0
7,2,0,375.78,0.171,1,5.46,0.586,1
6,6,0,84.75,0.628,1,8.34,0.868,1
5,4,3,72.52,0.592,1,7.78,0.669,1
1,0,0,12.13,0.042,1,0.38,0.394,0
0,1,0,7.29,0.021,0,1.46,0.227,0
10,8,1,445.02,0.692,0,5.98,0.574,1
10,5,2,258.1,0.856,0,6.47,0.989,1
0,0,0,1.96,0.032,1,0.34,0.358,0
0,2,0,14.43,0.002,0,1.02,0.191,0
7,2,3,387.84,0.451,0,9.5,0.756,1
1,3,3,374.63,0.69,1,8.44,0.645,1
0,1,0,14.8,0.007,0,0.93,0.174,0
10,8,0,166.24,0.422,1,3.76,0.856,1
8,3,3,171.27,0.115,1,8.77,0.634,1
0,1,0,3.16,0.012,1,1.43,0.311,0
3,2,2,173.69,0.722,0,4.35,0.943,1
0,0,0,1.88,0.029,0,1.33,0.264,0
1,0,0,33.26,0.013,1,1.15,0.321,0
3,7,0,471.18,0.825,1,7.75,0.727,1
0,1,0,3.18,0.018,0,0.2,0.12,0
0,2,0,24.5,0.032,0,0.58,0.276,0
2,6,0,390.52,0.539,1,2.15,0.874,1
0,0,0,1.43,0.043,1,0.41,0.386,0
0,1,0,13.74,0.02,0,1.35,0.154,0
4,2,3,445.72,0.175,1,7.48,0.684,1
0,0,0,29.57,0.024,0,1.42,0.265,0
0,0,0,5.7,0.047,0,0.18,0.11,0
3,7,3,276.05,0.643,1,2.27,0.62,1
3,8,1,459.41,0.299,0,8.13,0.734,1
0,2,0,7.24,0.008,0,1.23,0.296,0
3,8,2,132.26,0.324,1,2.96,0.838,1
0,2,0,22.31,0.011,0,0.5,0.123,0
4,3,3,315.7,0.499,1,4.4,0.766,1
0,1,0,23.68,0.028,0,1.21,0.332,0
3,6,3,113.65,0.829,1,5.46,0.655,1
6,6,1,445.57,0.502,1,7.47,0.869,1
0,1,0,32.63,0.034,1,1.41,0.111,0
2,8,1,282.45,0.442,0,4.36,0.7,1
5,2,3,133.96,0.156,1,8.8,0.755,1
9,7,3,391.02,0.159,1,4.38,0.66,1
0,1,0,21.95,0.005,0,1.05,0.391,0
2,2,1,496.88,0.588,1,8.53,0.715,1
1,3,1,346.39,0.596,1,5.08,0.819,1
0,0,0,12.05,0.042,0,0.88,0.359,0
5,2,3,334.66,0.567,0,9.18,0.908,1
4,8,2,71.13,0.58,0,6.67,0.788,1
5,8,0,471.02,0.832,0,3.19,0.806,1
7,3,1,461.18,0.636,1,8.1,0.82,1
7,8,2,118.07,0.523,0,4.3,0.866,1
10,4,3,142.82,0.852,1,6.8,0.655,1
3,2,1,73.06,0.448,1,2.71,0.503,1
0,1,0,20.01,0.034,0,1.25,0.178,0
6,8,3,261.2,0.669,1,5.58,0.73,1
0,1,0,28.65,0.041,0,0.63,0.369,0
10,6,2,117.37,0.637,0,3.16,0.966,1
0,2,0,34.79,0.03,0,0.17,0.31,0
0,0,0,26.57,0.05,0,0.62,0.188,0
3,8,0,453.62,0.11,0,8.02,0.976,1
5,7,1,491.97,0.826,0,5.73,0.866,1
0,2,0,26.45,0.026,0,0.51,0.173,0
1,7,3,100.74,0.677,1,5.52,0.707,1
0,1,0,23.45,0.033,0,1.38,0.254,0
4,7,0,421.83,0.197,1,3.12,0.943,1
2,3,1,109.11,0.475,0,6.41,1.0,1
5,7,3,139.67,0.713,1,2.7,0.546,1
1,5,0,131.45,0.82,1,8.6,0.843,1
8,5,2,448.18,0.584,1,9.54,0.924,1
0,1,0,22.96,0.008,0,0.97,0.253,0
9,2,0,325.53,0.155,0,3.3,0.815,1
0,0,0,15.23,0.031,0,1.22,0.107,0
2,7,3,322.6,0.457,0,5.39,0.648,1
8,6,1,405.35,0.295,1,2.9,0.718,1
0,2,0,9.14,0.041,0,0.23,0.305,0
1,0,0,19.39,0.024,0,1.14,0.262,0
0,0,0,25.35,0.033,0,1.28,0.287,0
1,5,1,443.08,0.17,0,9.56,0.691,1
7,8,0,377.53,0.425,0,8.5,0.641,1
0,1,0,4.54,0.034,0,0.95,0.393,0
0,2,0,22.51,0.028,0,1.02,0.286,0
1,1,0,13.44,0.033,0,0.73,0.113,0
10,4,0,326.71,0.389,1,6.0,0.972,1
0,0,0,12.48,0.035,1,0.87,0.282,0
9,3,3,445.75,0.697,0,2.73,0.85,1
0,0,0,9.44,0.001,0,0.26,0.169,0
0,0,0,15.45,0.022,1,0.12,0.134,0
10,3,0,405.58,0.746,0,7.23,0.988,1
0,1,0,18.59,0.008,0,0.71,0.123,0
9,2,3,391.85,0.45,1,5.65,0.839,1
0,1,0,13.75,0.04,0,1.44,0.275,0
0,2,0,35.76,0.045,1,0.12,0.2,0
9,2,2,244.8,0.73,1,3.45,0.845,1
0,0,0,26.39,0.025,0,1.27,0.237,0
0,1,0,4.19,0.015,0,1.04,0.106,0
0,1,0,27.08,0.047,0,0.95,0.282,0
0,1,0,2.29,0.044,0,0.41,0.133,0
8,4,3,203.93,0.776,0,3.97,0.882,1
0,1,0,38.72,0.009,0,1.0,0.346,0
5,3,1,305.96,0.545,1,9.36,0.758,1
0,0,0,6.1,0.048,0,0.92,0.102,0
0,0,0,19.97,0.005,0,0.33,0.234,0
2,2,0,270.98,0.601,0,2.87,0.753,1
8,4,1,436.59,0.514,0,7.2,0.91,1
0,1,0,18.85,0.03,0,0.77,0.394,0
7,8,1,60.05,0.874,1,3.99,0.548,1
0,1,0,10.38,0.014,0,0.84,0.383,0
0,1,0,12.16,0.016,1,0.72,0.12,0
0,2,0,27.24,0.005,0,0.21,0.198,0
2,6,1,119.85,0.896,1,9.15,0.839,1
0,1,0,14.71,0.039,0,0.87,0.104,0
5,6,1,455.31,0.703,1,9.26,0.519,1
0,2,0,24.58,0.015,1,0.78,0.19,0
9,6,1,286.2,0.689,1,9.61,0.884,1
0,2,0,39.86,0.024,0,1.12,0.164,0
0,2,0,9.84,0.025,0,0.38,0.177,0
10,4,0,93.84,0.796,1,6.91,0.989,1
0,0,0,22.25,0.044,0,1.01,0.181,0
6,2,1,135.18,0.712,1,4.11,0.822,1
9,8,3,417.94,0.251,0,8.03,0.611,1
0,2,0,9.21,0.021,0,1.34,0.171,0
2,7,0,293.46,0.869,1,4.16,0.64,1
10,8,0,354.41,0.671,0,7.16,0.685,1
7,6,0,83.88,0.871,1,4.56,0.662,1
0,0,0,29.48,0.031,0,0.38,0.268,0
0,2,0,32.11,0.012,0,0.96,0.338,0
0,2,0,26.55,0.005,0,0.35,0.21,0
0,0,0,28.93,0.041,0,0.17,0.311,0
0,2,0,24.61,0.004,0,0.66,0.246,0
3,5,0,125.05,0.563,0,3.25,0.985,1
0,2,0,35.62,0.029,0,1.03,0.345,0
0,1,0,28.5,0.04,1,0.32,0.301,0
0,0,0,34.66,0.008,0,0.22,0.109,0
1,0,0,20.06,0.008,0,1.22,0.17,0
0,2,0,27.33,0.035,0,1.38,0.235,0
0,2,0,17.87,0.014,0,1.35,0.113,0
0,1,0,8.09,0.013,0,0.62,0.323,0
3,5,1,438.19,0.453,1,8.3,0.958,1
2,6,3,281.11,0.382,1,6.19,0.87,1
3,4,0,64.77,0.71,1,8.94,0.588,1
6,3,1,169.78,0.122,0,5.5,0.591,1
0,2,0,12.82,0.019,0,0.86,0.265,0
0,0,0,31.33,0.038,0,0.45,0.384,0
0,0,0,34.87,0.024,0,1.39,0.121,0
0,0,0,35.31,0.044,0,0.66,0.119,0
0,0,0,8.11,0.046,0,1.06,0.216,0
0,2,0,15.32,0.02,0,0.35,0.229,0
0,0,0,18.41,0.037,0,0.37,0.264,0
0,1,0,21.63,0.026,0,1.29,0.17,0
4,6,0,376.14,0.319,0,8.95,0.8,1
0,2,0,22.21,0.043,1,0.61,0.206,0
0,1,0,26.25,0.025,0,1.27,0.353,0
0,2,0,27.68,0.037,0,1.16,0.203,0
0,1,0,35.65,0.048,0,0.62,0.368,0
4,2,2,103.5,0.784,1,8.39,0.801,1
0,0,0,9.24,0.016,0,0.31,0.391,0
0,1,0,13.57,0.002,0,0.51,0.377,0
8,5,0,158.41,0.463,0,9.09,0.719,1
0,2,0,1.17,0.046,1,0.45,0.355,0
4,7,3,442.18,0.475,0,3.3,0.624,1
0,1,0,16.09,0.027,0,0.61,0.184,0
3,4,3,475.5,0.662,1,8.32,0.847,1
0,1,0,11.32,0.037,0,0.61,0.271,0
4,6,2,217.65,0.26,0,6.18,0.932,1
3,3,1,405.15,0.502,1,6.28,0.894,1
5,4,0,108.95,0.166,1,6.5,0.719,1
8,2,3,96.99,0.175,1,3.51,0.959,1
1,7,2,408.89,0.253,1,5.89,0.958,1
0,1,0,34.65,0.041,0,1.06,0.35,0
9,3,2,77.56,0.861,1,4.34,0.971,1
7,5,2,124.98,0.347,1,6.84,0.632,1
0,1,0,31.22,0.007,0,1.37,0.338,0
6,2,2,319.27,0.254,0,6.49,0.535,1
5,4,2,274.01,0.878,0,9.11,0.594,1
0,1,0,4.34,0.001,0,0.44,0.215,0
10,3,0,63.3,0.542,0,2.71,0.574,1
4,7,1,322.61,0.703,0,2.67,0.645,1
9,7,1,350.15,0.767,1,8.41,0.824,1
4,4,3,243.61,0.516,1,8.0,0.535,1
0,0,0,30.67,0.025,0,1.49,0.217,0
8,7,3,52.5,0.194,1,2.4,0.848,1
6,5,0,85.17,0.881,1,4.71,0.633,1
0,0,0,2.33,0.006,0,0.37,0.134,0
